assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002386245.1	PRJNA224116	SAMN07312456			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_412		latest	Complete Genome	Major	Full	2017/09/28	ASM238624v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002386245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/245/GCF_002386245.1_ASM238624v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002386245.1/GCF_002386245.1_ASM238624v1_genomic.gbff.gz
GCF_002442975.1	PRJNA224116	SAMN06703161			na		1280	1280	Staphylococcus aureus	strain=HZW450		latest	Complete Genome	Major	Full	2017/10/04	ASM244297v1	The First Affiliated Hospital of College of Medicine, Zhejiang University	GCA_002442975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/975/GCF_002442975.1_ASM244297v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002442975.1/GCF_002442975.1_ASM244297v1_genomic.gbff.gz
GCF_002633765.1	PRJNA224116	SAMN03763930			na		1280	1280	Staphylococcus aureus	strain=CFSAN007835		latest	Complete Genome	Major	Full	2017/10/23	ASM263376v1	FDA/CFSAN	GCA_002633765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/765/GCF_002633765.1_ASM263376v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633765.1/GCF_002633765.1_ASM263376v1_genomic.gbff.gz
GCF_002633785.1	PRJNA224116	SAMN03763942			na		1280	1280	Staphylococcus aureus	strain=CFSAN007847		latest	Complete Genome	Major	Full	2017/10/23	ASM263378v1	FDA/CFSAN	GCA_002633785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/785/GCF_002633785.1_ASM263378v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633785.1/GCF_002633785.1_ASM263378v1_genomic.gbff.gz
GCF_002633805.1	PRJNA224116	SAMN03763945			na		1280	1280	Staphylococcus aureus	strain=CFSAN007850		latest	Complete Genome	Major	Full	2017/10/23	ASM263380v1	FDA/CFSAN	GCA_002633805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/805/GCF_002633805.1_ASM263380v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633805.1/GCF_002633805.1_ASM263380v1_genomic.gbff.gz
GCF_002633825.1	PRJNA224116	SAMN03763946			na		1280	1280	Staphylococcus aureus	strain=CFSAN007851		latest	Complete Genome	Major	Full	2017/10/23	ASM263382v1	FDA/CFSAN	GCA_002633825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/825/GCF_002633825.1_ASM263382v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633825.1/GCF_002633825.1_ASM263382v1_genomic.gbff.gz
GCF_002633845.1	PRJNA224116	SAMN03763978			na		1280	1280	Staphylococcus aureus	strain=CFSAN007883		latest	Complete Genome	Major	Full	2017/10/23	ASM263384v1	FDA/CFSAN	GCA_002633845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/845/GCF_002633845.1_ASM263384v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633845.1/GCF_002633845.1_ASM263384v1_genomic.gbff.gz
GCF_002633865.1	PRJNA224116	SAMN03763989			na		1280	1280	Staphylococcus aureus	strain=CFSAN007894		latest	Complete Genome	Major	Full	2017/10/23	ASM263386v1	FDA/CFSAN	GCA_002633865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/633/865/GCF_002633865.1_ASM263386v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002633865.1/GCF_002633865.1_ASM263386v1_genomic.gbff.gz
GCF_002786465.1	PRJNA224116	SAMN07310520			na		46170	1280	Staphylococcus aureus subsp. aureus	strain=EDCC5458		latest	Complete Genome	Major	Full	2017/11/20	ASM278646v1	Justus Liebig University	GCA_002786465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/786/465/GCF_002786465.1_ASM278646v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002786465.1/GCF_002786465.1_ASM278646v1_genomic.gbff.gz
GCF_002786535.1	PRJNA224116	SAMN07310553			na		46170	1280	Staphylococcus aureus subsp. aureus	strain=EDCC5464		latest	Complete Genome	Major	Full	2017/11/20	ASM278653v1	Justus Liebig University	GCA_002786535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/786/535/GCF_002786535.1_ASM278653v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002786535.1/GCF_002786535.1_ASM278653v1_genomic.gbff.gz
GCF_002795285.1	PRJNA224116	SAMN05864218			na		1280	1280	Staphylococcus aureus	strain=USA400-0051		latest	Complete Genome	Major	Full	2017/11/24	ASM279528v1	LNCC	GCA_002795285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/285/GCF_002795285.1_ASM279528v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002795285.1/GCF_002795285.1_ASM279528v1_genomic.gbff.gz
GCF_002803885.1	PRJNA224116	SAMN08024196			na		1280	1280	Staphylococcus aureus	strain=55-99-44		latest	Complete Genome	Major	Full	2017/12/04	ASM280388v1	Statens Serum Institut	GCA_002803885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/885/GCF_002803885.1_ASM280388v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002803885.1/GCF_002803885.1_ASM280388v1_genomic.gbff.gz
GCF_002850395.1	PRJNA224116	SAMN06702660			na		1280	1280	Staphylococcus aureus	strain=K17		latest	Complete Genome	Major	Full	2018/01/03	ASM285039v1	CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	GCA_002850395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/395/GCF_002850395.1_ASM285039v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002850395.1/GCF_002850395.1_ASM285039v1_genomic.gbff.gz
GCF_002850415.1	PRJNA224116	SAMN06702662			na		1280	1280	Staphylococcus aureus	strain=K18		latest	Complete Genome	Major	Full	2018/01/03	ASM285041v1	CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	GCA_002850415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/415/GCF_002850415.1_ASM285041v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002850415.1/GCF_002850415.1_ASM285041v1_genomic.gbff.gz
GCF_002895385.1	PRJNA224116	SAMN06130958			na		1280	1280	Staphylococcus aureus	strain=MRSA107		latest	Complete Genome	Major	Full	2018/01/23	ASM289538v1	The forth military medical university	GCA_002895385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/895/385/GCF_002895385.1_ASM289538v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002895385.1/GCF_002895385.1_ASM289538v1_genomic.gbff.gz
GCF_002952015.1	PRJNA224116	SAMN06689951			na		1280	1280	Staphylococcus aureus	strain=K5		latest	Complete Genome	Major	Full	2018/02/01	ASM295201v1	CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	GCA_002952015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/015/GCF_002952015.1_ASM295201v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_002952015.1/GCF_002952015.1_ASM295201v1_genomic.gbff.gz
GCF_003010875.1	PRJNA224116	SAMN06578843			na		1280	1280	Staphylococcus aureus	strain=FORC59		latest	Complete Genome	Major	Full	2018/03/19	ASM301087v1	Food-borne Pathogen Omics Research Center, FORC	GCA_003010875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/875/GCF_003010875.1_ASM301087v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003010875.1/GCF_003010875.1_ASM301087v1_genomic.gbff.gz
GCF_003029645.1	PRJNA224116	SAMN08663439			na		1280	1280	Staphylococcus aureus	strain=CFSAN064038		latest	Complete Genome	Major	Full	2018/04/02	ASM302964v1	FDA/CFSAN	GCA_003029645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/029/645/GCF_003029645.1_ASM302964v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003029645.1/GCF_003029645.1_ASM302964v1_genomic.gbff.gz
GCF_003030065.1	PRJNA224116	SAMN08668672			na		1280	1280	Staphylococcus aureus	strain=CFSAN018749		latest	Complete Genome	Major	Full	2018/04/02	ASM303006v1	FDA/CFSAN	GCA_003030065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/065/GCF_003030065.1_ASM303006v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003030065.1/GCF_003030065.1_ASM303006v1_genomic.gbff.gz
GCF_003030085.1	PRJNA224116	SAMN08663436			na		1280	1280	Staphylococcus aureus	strain=CFSAN064037		latest	Complete Genome	Major	Full	2018/04/02	ASM303008v1	FDA/CFSAN	GCA_003030085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/085/GCF_003030085.1_ASM303008v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003030085.1/GCF_003030085.1_ASM303008v1_genomic.gbff.gz
GCF_003030225.1	PRJNA224116	SAMN08663447			na		1280	1280	Staphylococcus aureus	strain=CFSAN018750		latest	Complete Genome	Major	Full	2018/04/02	ASM303022v1	FDA/CFSAN	GCA_003030225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/225/GCF_003030225.1_ASM303022v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003030225.1/GCF_003030225.1_ASM303022v1_genomic.gbff.gz
GCF_003031285.1	PRJNA224116	SAMN07684573			na		1280	1280	Staphylococcus aureus	strain=TF3198		latest	Complete Genome	Major	Full	2018/04/03	ASM303128v1	The University of Tokyo	GCA_003031285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/285/GCF_003031285.1_ASM303128v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003031285.1/GCF_003031285.1_ASM303128v1_genomic.gbff.gz
GCF_003031425.1	PRJNA224116	SAMN03763991			na		1280	1280	Staphylococcus aureus	strain=CFSAN007896		latest	Complete Genome	Major	Full	2018/04/03	ASM303142v1	FDA/CFSAN	GCA_003031425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/425/GCF_003031425.1_ASM303142v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003031425.1/GCF_003031425.1_ASM303142v1_genomic.gbff.gz
GCF_003031485.1	PRJNA224116	SAMN06480776			na		1280	1280	Staphylococcus aureus	strain=CC5		latest	Complete Genome	Major	Full	2018/04/03	ASM303148v1	Federal University of Rio de Janeiro	GCA_003031485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/485/GCF_003031485.1_ASM303148v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003031485.1/GCF_003031485.1_ASM303148v1_genomic.gbff.gz
GCF_003073395.1	PRJNA224116	SAMN08963293			na		46170	1280	Staphylococcus aureus subsp. aureus	strain=CIT		latest	Complete Genome	Major	Full	2018/04/30	ASM307339v1	Facultad de Veterinaria, Instituto Agroalimentario de Aragon (IA2)	GCA_003073395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/395/GCF_003073395.1_ASM307339v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073395.1/GCF_003073395.1_ASM307339v1_genomic.gbff.gz
GCF_003073415.1	PRJNA224116	SAMN08963276			na		46170	1280	Staphylococcus aureus subsp. aureus	strain=CAR		latest	Complete Genome	Major	Full	2018/04/30	ASM307341v1	Facultad de Veterinaria, Instituto Agroalimentario de Aragon (IA2)	GCA_003073415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/415/GCF_003073415.1_ASM307341v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073415.1/GCF_003073415.1_ASM307341v1_genomic.gbff.gz
GCF_003073435.1	PRJNA224116	SAMN08963307			na		46170	1280	Staphylococcus aureus subsp. aureus	strain=OXLIM		latest	Complete Genome	Major	Full	2018/04/30	ASM307343v1	Facultad de Veterinaria, Instituto Agroalimentario de Aragon (IA2)	GCA_003073435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/435/GCF_003073435.1_ASM307343v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073435.1/GCF_003073435.1_ASM307343v1_genomic.gbff.gz
GCF_003073635.1	PRJNA224116	SAMN07291559			na		1280	1280	Staphylococcus aureus	strain=AR466		latest	Complete Genome	Major	Full	2018/04/30	ASM307363v1	FDA/CDC	GCA_003073635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/635/GCF_003073635.1_ASM307363v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073635.1/GCF_003073635.1_ASM307363v1_genomic.gbff.gz
GCF_003073655.1	PRJNA224116	SAMN07291558			na		1280	1280	Staphylococcus aureus	strain=AR465		latest	Complete Genome	Major	Full	2018/04/30	ASM307365v1	FDA/CDC	GCA_003073655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/655/GCF_003073655.1_ASM307365v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073655.1/GCF_003073655.1_ASM307365v1_genomic.gbff.gz
GCF_003073715.1	PRJNA224116	SAMN07291554			na		1280	1280	Staphylococcus aureus	strain=AR461		latest	Complete Genome	Major	Full	2018/04/30	ASM307371v1	FDA/CDC	GCA_003073715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/715/GCF_003073715.1_ASM307371v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073715.1/GCF_003073715.1_ASM307371v1_genomic.gbff.gz
GCF_003073755.1	PRJNA224116	SAMN07291557			na		1280	1280	Staphylococcus aureus	strain=AR464		latest	Complete Genome	Major	Full	2018/04/30	ASM307375v1	FDA/CDC	GCA_003073755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/755/GCF_003073755.1_ASM307375v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073755.1/GCF_003073755.1_ASM307375v1_genomic.gbff.gz
GCF_003073775.1	PRJNA224116	SAMN07291555			na		1280	1280	Staphylococcus aureus	strain=AR462		latest	Complete Genome	Major	Full	2018/04/30	ASM307377v1	FDA/CDC	GCA_003073775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/775/GCF_003073775.1_ASM307377v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003073775.1/GCF_003073775.1_ASM307377v1_genomic.gbff.gz
GCF_003111725.1	PRJNA224116	SAMN08999370			na		1280	1280	Staphylococcus aureus	strain=SVH7513		latest	Complete Genome	Major	Full	2018/05/10	ASM311172v1	Curtin University	GCA_003111725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/111/725/GCF_003111725.1_ASM311172v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003111725.1/GCF_003111725.1_ASM311172v1_genomic.gbff.gz
GCF_003111745.1	PRJNA224116	SAMN08999457			na		1280	1280	Staphylococcus aureus	strain=PTDrAP2		latest	Complete Genome	Major	Full	2018/05/10	ASM311174v1	Curtin University	GCA_003111745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/111/745/GCF_003111745.1_ASM311174v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003111745.1/GCF_003111745.1_ASM311174v1_genomic.gbff.gz
GCF_003184985.1	PRJNA224116	SAMN08580535			na		1280	1280	Staphylococcus aureus	strain=IT1-S		latest	Complete Genome	Major	Full	2018/06/04	ASM318498v1	University of Groningen, University Medical Center Groningen	GCA_003184985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/985/GCF_003184985.1_ASM318498v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003184985.1/GCF_003184985.1_ASM318498v1_genomic.gbff.gz
GCF_003185005.1	PRJNA224116	SAMN08580907			na		1280	1280	Staphylococcus aureus	strain=IT4-R		latest	Complete Genome	Major	Full	2018/06/04	ASM318500v1	University of Groningen, University Medical Center Groningen	GCA_003185005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/185/005/GCF_003185005.1_ASM318500v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003185005.1/GCF_003185005.1_ASM318500v1_genomic.gbff.gz
GCF_003186105.1	PRJNA224116	SAMN09254008			na		1280	1280	Staphylococcus aureus	strain=MOK063		latest	Complete Genome	Major	Full	2018/06/05	ASM318610v1	Teagasc	GCA_003186105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/186/105/GCF_003186105.1_ASM318610v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003186105.1/GCF_003186105.1_ASM318610v1_genomic.gbff.gz
GCF_003186125.1	PRJNA224116	SAMN09253995			na		1280	1280	Staphylococcus aureus	strain=MOK042		latest	Complete Genome	Major	Full	2018/06/05	ASM318612v1	Teagasc	GCA_003186125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/186/125/GCF_003186125.1_ASM318612v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003186125.1/GCF_003186125.1_ASM318612v1_genomic.gbff.gz
GCF_003193665.1	PRJNA224116	SAMN07291565			na		1280	1280	Staphylococcus aureus	strain=AR_0472		latest	Complete Genome	Major	Full	2018/06/06	ASM319366v1	FDA/CDC	GCA_003193665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/665/GCF_003193665.1_ASM319366v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193665.1/GCF_003193665.1_ASM319366v1_genomic.gbff.gz
GCF_003193685.1	PRJNA224116	SAMN04901613			na		1280	1280	Staphylococcus aureus	strain=AR_0223		latest	Complete Genome	Major	Full	2018/06/06	ASM319368v1	FDA/CDC	GCA_003193685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/685/GCF_003193685.1_ASM319368v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193685.1/GCF_003193685.1_ASM319368v1_genomic.gbff.gz
GCF_003193705.1	PRJNA224116	SAMN04901609			na		1280	1280	Staphylococcus aureus	strain=AR_0219		latest	Complete Genome	Major	Full	2018/06/06	ASM319370v1	FDA/CDC	GCA_003193705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/705/GCF_003193705.1_ASM319370v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193705.1/GCF_003193705.1_ASM319370v1_genomic.gbff.gz
GCF_003193725.1	PRJNA224116	SAMN04901606			na		1280	1280	Staphylococcus aureus	strain=AR_0216		latest	Complete Genome	Major	Full	2018/06/06	ASM319372v1	FDA/CDC	GCA_003193725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/725/GCF_003193725.1_ASM319372v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193725.1/GCF_003193725.1_ASM319372v1_genomic.gbff.gz
GCF_003193745.1	PRJNA224116	SAMN07291563			na		1280	1280	Staphylococcus aureus	strain=AR_0470		latest	Complete Genome	Major	Full	2018/06/06	ASM319374v1	FDA/CDC	GCA_003193745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/745/GCF_003193745.1_ASM319374v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193745.1/GCF_003193745.1_ASM319374v1_genomic.gbff.gz
GCF_003193765.1	PRJNA224116	SAMN07291564			na		1280	1280	Staphylococcus aureus	strain=AR_0471		latest	Complete Genome	Major	Full	2018/06/06	ASM319376v1	FDA/CDC	GCA_003193765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/765/GCF_003193765.1_ASM319376v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193765.1/GCF_003193765.1_ASM319376v1_genomic.gbff.gz
GCF_003193785.1	PRJNA224116	SAMN07291566			na		1280	1280	Staphylococcus aureus	strain=AR_0473		latest	Complete Genome	Major	Full	2018/06/06	ASM319378v1	FDA/CDC	GCA_003193785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/785/GCF_003193785.1_ASM319378v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193785.1/GCF_003193785.1_ASM319378v1_genomic.gbff.gz
GCF_003193885.1	PRJNA224116	SAMN07291560			na		1280	1280	Staphylococcus aureus	strain=AR_0467		latest	Complete Genome	Major	Full	2018/06/06	ASM319388v1	FDA/CDC	GCA_003193885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/885/GCF_003193885.1_ASM319388v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193885.1/GCF_003193885.1_ASM319388v1_genomic.gbff.gz
GCF_003193965.1	PRJNA224116	SAMN04901615			na		1280	1280	Staphylococcus aureus	strain=AR_0225		latest	Complete Genome	Major	Full	2018/06/06	ASM319396v1	FDA/CDC	GCA_003193965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/965/GCF_003193965.1_ASM319396v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_003193965.1/GCF_003193965.1_ASM319396v1_genomic.gbff.gz
